common_name,species_name,alpha_code,genus,species,gbif_key,t_phylum,t_class,t_order,t_family,grouping,ndow_code
threadfin shad,Dorosoma petenense,,Dorosoma,petenense,2413553,Chordata,Actinopterygii,Clupeiformes,Clupeidae,misc_fish,357
American gizzard shad,Dorosoma cepedianum,,Dorosoma,cepedianum,2413541,Chordata,Actinopterygii,Clupeiformes,Clupeidae,misc_fish,1274
bridgelip sucker,Catostomus columbianus,,Catostomus,columbianus,2359027,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,197
chiselmouth,Acrocheilus alutaceus,,Acrocheilus,alutaceus,2367726,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,4
chub (unknown),Gila sp.,,Gila,sp.,2360060,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,469
common carp,Cyprinus carpio,,Cyprinus,carpio,4286975,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,315
desert sucker,Catostomus clarkii,,Catostomus,clarkii,2359050,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,194
fathead minnow,Pimephales promelas,,Pimephales,promelas,2367742,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,812
golden shiner,Notemigonus crysoleucas,,Notemigonus,crysoleucas,2363714,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,688
goldfish,Carassius auratus,,Carassius,auratus,4286942,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,165
Lahontan redside,Richardsonius egregius,,Richardsonius,egregius,2362394,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,997
Lahontan speckled dace,Rhinichthys osculus robustus,,Rhinichthys,osculus,4287011,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,986
largescale sucker,Catostomus macrocheilus,,Catostomus,macrocheilus,2359034,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,199
Little Colorado spinedace,Lepidomeda vittata,,Lepidomeda,vittata,2361905,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,564
mountain sucker,Catostomus platyrhynchus,,Catostomus,platyrhynchus,2359047,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,200
northern pikeminnow,Ptychocheilus oregonensis,,Ptychocheilus,oregonensis,5205686,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,879
red shiner,Cyprinella lutrensis,,Cyprinella,lutrensis,5207666,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,309
redside shiner,Richardsonius balteatus,,Richardsonius,balteatus,2362399,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,996
roundtail chub,Gila robusta,,Gila,robusta,2360128,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,464
Sacramento blackfish,Orthodon microlepidotus,,Orthodon,microlepidotus,5205970,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,731
speckled dace,Rhinichthys osculus,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,980
speckled dace (unknown),Rhinichthys sp.,,Rhinichthys,sp.,2359788,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,993
sucker (unknown),Catostomus sp.,,Catostomus,sp.,2359013,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,201
Tahoe sucker,Catostomus tahoensis,,Catostomus,tahoensis,2359045,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,203
tui chub,Gila bicolor,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,447
Utah chub,Gila atraria,,Gila,atraria,2360064,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,446
Virgin River roundtail chub,Gila robusta seminuda,,Gila,robusta,4286909,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,466
Snake River speckled dace,Rhinichthys osculus ssp. ?,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,1270
Colorado River speckled dace,Rhinichthys osculus yarrowi,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,1271
Gila chub,Gila intermedia,,Gila,intermedia,2360136,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,1275
headwater chub,Gila nigra,,Gila,nigra,2360137,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,1276
bluehead sucker,Catostomus discobolus,,Catostomus,discobolus,4286866,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,1283
Moapa speckled dace,Rhinichthys osculus moapae,,Rhinichthys,osculus,6167273,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,983
Ash Meadows speckled dace,Rhinichthys osculus nevadensis,,Rhinichthys,osculus,6167271,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,984
Wall Canyon sucker,Catostomus sp. 1,,Catostomus,sp.,2359013,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,202
Independence Valley tui chub,Gila bicolor isolata,,Gila,bicolor,6167052,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,450
Monitor Valley speckled dace,Rhinichthys osculus ssp. 5,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,989
Little Fish Lake Valley tui chub,Gila bicolor ssp. 6,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,457
Railroad Valley tui chub,Gila bicolor ssp. 7,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,458
cui-ui,Chasmistes cujus,,Chasmistes,cujus,2359093,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,223
Charnock Springs tui chub,Gila bicolor ssp. 10,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,453
Warner sucker,Catostomus warnerensis,,Catostomus,warnerensis,2359059,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,204
dickcissel,Spiza americana,,Spiza,americana,2490363,Chordata,Aves,Passeriformes,Cardinalidae,passerine,1077
Clover Valley speckled dace,Rhinichthys osculus oligoporus,,Rhinichthys,osculus,6167276,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,985
Big Smoky Valley speckled dace,Rhinichthys osculus lariversi,,Rhinichthys,osculus,6167268,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,981
Virgin River chub (Muddy River pop.),Gila seminuda pop. 2,,Gila,seminuda,2360105,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,468
Virgin River spinedace,Lepidomeda mollispinis mollispinis,,Lepidomeda,mollispinis,6166781,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,562
White River speckled dace,Rhinichthys osculus ssp. 7,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,991
longnose dace,Rhinichthys cataractae,,Rhinichthys,cataractae,2359811,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,979
White River spinedace,Lepidomeda albivallis,,Lepidomeda,albivallis,2361898,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,559
Pahranagat roundtail chub,Gila robusta jordani,,Gila,robusta,4286914,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,465
Big Smoky Valley tui chub,Gila bicolor ssp. 8,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,459
desert dace,Eremichthys acros,,Eremichthys,acros,2362069,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,393
woundfin,Plagopterus argentissimus,,Plagopterus,argentissimus,2366711,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,830
Cowhead Lake tui chub,Gila bicolor vaccaceps,,Gila,bicolor,6167051,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,461
White River desert sucker,Catostomus clarkii intermedius,,Catostomus,clarkii,2359050,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,195
Virgin River chub,Gila seminuda,,Gila,seminuda,2360105,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,467
Meadow Valley speckled dace,Rhinichthys osculus ssp. 11,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,988
Fish Creek Springs tui chub,Gila bicolor euchila,,Gila,bicolor,6167050,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,448
bonytail chub,Gila elegans,,Gila,elegans,2360109,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,463
Moapa dace,Moapa coriacea,,Moapa,coriacea,2362734,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,639
Lahontan Lake tui chub,Gila bicolor pectinifer,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,452
Pahranagat speckled dace,Rhinichthys osculus velifer,,Rhinichthys,osculus,6167272,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,992
Hot Creek Valley tui chub,Gila bicolor ssp. 5,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,456
Big Spring spinedace,Lepidomeda mollispinis pratensis,,Lepidomeda,mollispinis,6166782,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,563
Newark Valley tui chub,Gila bicolor newarkensis,,Gila,bicolor,6167049,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,451
Utah sucker,Catostomus ardens,,Catostomus,ardens,2359038,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,193
Alvord chub,Gila alvordensis,,Gila,alvordensis,2360125,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,445
Dixie Valley tui chub,Gila bicolor ssp. 9,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,460
flannelmouth sucker,Catostomus latipinnis,,Catostomus,latipinnis,2359036,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,198
northern leatherside chub,Lepidomeda copei,,Lepidomeda,copei,2361899,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,560
relict dace,Relictus solitarius,,Relictus,solitarius,2365826,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,978
Meadow Valley Wash desert sucker,Catostomus clarkii ssp. 2,,Catostomus,clarkii,2359050,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,196
razorback sucker,Xyrauchen texanus,,Xyrauchen,texanus,2359095,Chordata,Actinopterygii,Cypriniformes,Catostomidae,ostariophysian,1241
Sheldon tui chub,Gila bicolor eurysoma,,Gila,bicolor,6167047,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,449
Duckwater Creek tui chub,Gila bicolor ssp. 3,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,454
Independence Valley speckled dace,Rhinichthys osculus lethoporus,,Rhinichthys,osculus,6167275,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,982
Oasis Valley speckled dace,Rhinichthys osculus ssp. 6,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,990
Diamond Valley speckled dace,Rhinichthys osculus ssp. 10,,Rhinichthys,osculus,2359791,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,987
Fish Lake Valley tui chub,Gila bicolor ssp. 4,,Gila,bicolor,2360085,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,ostariophysian,455
Amargosa pupfish,Cyprinodon nevadensis,,Cyprinodon,nevadensis,4284433,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,cyprinodontiformes,312
guppy,Poecilia reticulata,,Poecilia,reticulata,2350050,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,857
molly (unknown),Poecilia sp.,,Poecilia,sp.,2347767,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,858
poolfish (unknown),Empetrichthys sp.,,Empetrichthys,sp.,2347667,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,376
snowy owl,Nyctea scandiaca,,Nyctea,scandiaca,2497581,Chordata,Aves,Strigiformes,Strigidae,owls,694
sailfin molly,Poecilia latipinna,,Poecilia,latipinna,5203752,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,855
shortfin molly,Poecilia mexicana,,Poecilia,mexicana,8400492,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,856
springfish,Crenichthys baileyi,,Crenichthys,baileyi,4284447,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,282
western mosquitofish,Gambusia affinis,,Gambusia,affinis,2350580,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,436
Gila topminnow,Poeciliopsis occidentalis,,Poeciliopsis,occidentalis,2350470,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,1280
Sonoran topminnow,Poeciliopsis sonoriensis,,Poeciliopsis,sonoriensis,2350481,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,cyprinodontiformes,1289
Hiko White River springfish,Crenichthys baileyi grandis,,Crenichthys,baileyi,6165511,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,285
Moapa White River springfish,Crenichthys baileyi moapae,,Crenichthys,baileyi,6165509,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,286
Preston White River springfish,Crenichthys baileyi albivallis,,Crenichthys,baileyi,6165510,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,283
Warm Springs Amargosa pupfish,Cyprinodon nevadensis pectoralis,,Cyprinodon,nevadensis,6165253,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,cyprinodontiformes,314
Ash Meadows Amargosa pupfish,Cyprinodon nevadensis mionectes,,Cyprinodon,nevadensis,6165250,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,cyprinodontiformes,313
Moorman White River springfish,Crenichthys baileyi thermophilus,,Crenichthys,baileyi,6165512,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,287
White River springfish,Crenichthys baileyi baileyi,,Crenichthys,baileyi,7193295,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,284
Pahrump poolfish,Empetrichthys latos latos,,Empetrichthys,latos,7193294,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,375
Devils Hole pupfish,Cyprinodon diabolis,,Cyprinodon,diabolis,2347934,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,cyprinodontiformes,311
Railroad Valley springfish,Crenichthys nevadae,,Crenichthys,nevadae,2347713,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,cyprinodontiformes,288
northern pike,Esox lucius,,Esox,lucius,2346633,Chordata,Actinopterygii,Esociformes,Esocidae,misc_fish,397
black crappie,Pomoxis nigromaculatus,,Pomoxis,nigromaculatus,2394526,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,862
blue tilapia,Oreochromis aureus,,Oreochromis,aureus,2372367,Chordata,Actinopterygii,Perciformes,Cichlidae,perciformes,719
bluegill,Lepomis macrochirus,,Lepomis,macrochirus,2394503,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,571
convict cichlid,Cichlasoma nigrofasciatum,,Cichlasoma,nigrofasciatum,2370026,Chordata,Actinopterygii,Perciformes,Cichlidae,perciformes,239
crappie (unknown),Pomoxis sp.,,Pomoxis,sp.,2394525,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,863
green sunfish,Lepomis cyanellus,,Lepomis,cyanellus,2394494,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,569
largemouth bass,Micropterus salmoides,,Micropterus,salmoides,2391100,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,630
pumpkinseed,Lepomis gibbosus,,Lepomis,gibbosus,2394486,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,570
redear sunfish,Lepomis microlophus,,Lepomis,microlophus,2394501,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,572
Sacramento perch,Archoplites interruptus,,Archoplites,interruptus,2394479,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,62
smallmouth bass,Micropterus dolomieu,,Micropterus,dolomieu,5211250,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,628
spotted bass,Micropterus punctulatus,,Micropterus,punctulatus,5211245,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,629
striped bass,Morone saxatilis,,Morone,saxatilis,2394612,Chordata,Actinopterygii,Perciformes,Moronidae,perciformes,644
sunfish (unknown),Lepomis sp.,,Lepomis,sp.,2394482,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,573
tilapia (unknown),Tilapia sp.,,Tilapia,sp.,2370578,Chordata,Actinopterygii,Perciformes,Cichlidae,perciformes,1151
walleye,Sander vitreus,,Sander,vitreus,2382172,Chordata,Actinopterygii,Perciformes,Percidae,perciformes,1013
white bass,Morone chrysops,,Morone,chrysops,2394598,Chordata,Actinopterygii,Perciformes,Moronidae,perciformes,643
white crappie,Pomoxis annularis,,Pomoxis,annularis,2394534,Chordata,Actinopterygii,Perciformes,Centrarchidae,perciformes,861
yellow perch,Perca flavescens,,Perca,flavescens,2382004,Chordata,Actinopterygii,Perciformes,Percidae,perciformes,761
brook trout,Salvelinus fontinalis,,Salvelinus,fontinalis,9216340,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1010
brown trout,Salmo trutta,,Salmo,trutta,8215487,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1002
bull trout,Salvelinus confluentus,,Salvelinus,confluentus,2351244,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1008
coho salmon,Oncorhynchus kisutch,,Oncorhynchus,kisutch,5204034,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,704
cutthroat trout,Oncorhynchus clarkii,,Oncorhynchus,clarkii,5711980,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,700
dolly varden,Salvelinus malma,,Salvelinus,malma,4284020,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1011
lake trout,Salvelinus namaycush,,Salvelinus,namaycush,2351327,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1012
rainbow trout,Oncorhynchus mykiss,,Oncorhynchus,mykiss,5204019,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,705
sockeye salmon,Oncorhynchus nerka,,Oncorhynchus,nerka,5204039,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,709
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,,Oncorhynchus,clarkii,5711984,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,702
inland redband trout,Oncorhynchus mykiss newberrii,,Oncorhynchus,mykiss,5204019,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,706
Yellowstone cutthroat trout,Oncorhynchus clarkii bouvieri,,Oncorhynchus,clarkii,5711990,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,701
bull trout  (Jarbidge River pop.),Salvelinus confluentus pop. 4,,Salvelinus,confluentus,2351244,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,1009
Bonneville cutthroat trout,Oncorhynchus clarkii utah,,Oncorhynchus,clarkii,5711989,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,703
Warner Valley redband trout,Oncorhynchus mykiss pop. 4,,Oncorhynchus,mykiss,5204019,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,707
mountain whitefish,Prosopium williamsoni,,Prosopium,williamsoni,2351530,Chordata,Actinopterygii,Salmoniformes,Salmonidae,salmonid,874
black sculpin,Cottus baileyi,,Cottus,baileyi,2334175,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,274
mottled sculpin,Cottus bairdi,,Cottus,bairdi,2334131,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,275
Paiute sculpin,Cottus beldingii,,Cottus,beldingii,2334123,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,276
sculpin (unknown),Cottus sp.,,Cottus,sp.,2334066,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,278
shorthead sculpin,Cottus confusus,,Cottus,confusus,2334156,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,277
White River sculpin,Cottus sp. 3,,Cottus,sp.,2334066,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,misc_fish,279
black bullhead,Ameiurus melas,,Ameiurus,melas,2340977,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,21
brown bullhead,Ameiurus nebulosus,,Ameiurus,nebulosus,2340989,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,23
bullhead (unknown),Ameiurus sp.,,Ameiurus,sp.,2340965,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,24
channel catfish,Ictalurus punctatus,,Ictalurus,punctatus,5202520,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,509
hypostomus (unknown),Hypostomus sp.,,Hypostomus,sp.,2339615,Chordata,Actinopterygii,Siluriformes,Loricariidae,ostariophysian,506
suckermouth catfish,Hypostomus plecostomus,,Hypostomus,plecostomus,5202178,Chordata,Actinopterygii,Siluriformes,Loricariidae,ostariophysian,505
white catfish,Ameiurus catus,,Ameiurus,catus,2340972,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,20
yellow bullhead,Ameiurus natalis,,Ameiurus,natalis,2340969,Chordata,Actinopterygii,Siluriformes,Ictaluridae,ostariophysian,22
boreal toad,Anaxyrus boreas boreas,,Anaxyrus,boreas,7193814,Chordata,Amphibia,Anura,Bufonidae,amphibian,112
bullfrog,Lithobates catesbeianus,,Lithobates,catesbeianus,2427091,Chordata,Amphibia,Anura,Ranidae,amphibian,963
California toad,Anaxyrus boreas halophilus,,Anaxyrus,boreas,6169916,Chordata,Amphibia,Anura,Bufonidae,amphibian,113
Dixie Hot Springs toad,Anaxyrus sp. 1,,Anaxyrus,sp.,2422857,Chordata,Amphibia,Anura,Bufonidae,amphibian,119
Fish Lake Valley toad,Anaxyrus sp. 2,,Anaxyrus,sp.,2422857,Chordata,Amphibia,Anura,Bufonidae,amphibian,120
frog (unknown),Rana sp.,,Rana,sp.,2422253,Chordata,Amphibia,Anura,Ranidae,amphibian,970
Great Basin spadefoot,Spea intermontana,,Spea,intermontana,2429791,Chordata,Amphibia,Anura,Scaphiopodidae,amphibian,1058
Las Vegas leopard frog,Rana fisheri,,Rana,fisheri,2427130,Chordata,Amphibia,Anura,Ranidae,amphibian,964
mountain yellow-legged frog,Rana muscosa,,Rana,muscosa,2426791,Chordata,Amphibia,Anura,Ranidae,amphibian,966
Pacific chorus frog,Pseudacris regilla,,Pseudacris,regilla,2428132,Chordata,Amphibia,Anura,Hylidae,amphibian,877
red-legged frog,Rana aurora,,Rana,aurora,2426808,Chordata,Amphibia,Anura,Ranidae,amphibian,962
red-spotted toad,Anaxyrus punctatus,,Anaxyrus,punctatus,2422890,Chordata,Amphibia,Anura,Bufonidae,amphibian,117
spotted frog,Rana pretiosa,,Rana,pretiosa,2426776,Chordata,Amphibia,Anura,Ranidae,amphibian,969
toad (unknown),Anaxyrus sp.,,Anaxyrus,sp.,2422857,Chordata,Amphibia,Anura,Bufonidae,amphibian,118
western toad,Anaxyrus boreas,,Anaxyrus,boreas,2422924,Chordata,Amphibia,Anura,Bufonidae,amphibian,111
Woodhouses toad,Anaxyrus woodhousii,,Anaxyrus,woodhousii,2422865,Chordata,Amphibia,Anura,Bufonidae,amphibian,121
Sierra chorus frog,Pseudacris sierra,,Pseudacris,sierra,2428151,Chordata,Amphibia,Anura,Hylidae,amphibian,1292
Great Plains toad,Anaxyrus cognatus,,Anaxyrus,cognatus,2422882,Chordata,Amphibia,Anura,Bufonidae,amphibian,114
northern leopard frog,Lithobates pipiens,,Lithobates,pipiens,2427185,Chordata,Amphibia,Anura,Ranidae,amphibian,968
Arizona (southwestern) toad,Anaxyrus microscaphus,,Anaxyrus,microscaphus,2422911,Chordata,Amphibia,Anura,Bufonidae,amphibian,115
relict leopard frog,Lithobates onca,,Lithobates,onca,2427106,Chordata,Amphibia,Anura,Ranidae,amphibian,967
Amargosa toad,Anaxyrus nelsoni,,Anaxyrus,nelsoni,2422858,Chordata,Amphibia,Anura,Bufonidae,amphibian,116
Columbia spotted frog,Rana luteiventris pop. 3,,Rana,luteiventris,2426785,Chordata,Amphibia,Anura,Ranidae,amphibian,965
Sierra Nevada yellow-legged frog,Rana sierrae,,Rana,sierrae,2426754,Chordata,Amphibia,Anura,Ranidae,amphibian,1266
tiger salamander,Ambystoma tigrinum,,Ambystoma,tigrinum,2431993,Chordata,Amphibia,Caudata,Ambystomatidae,amphibian,19
black-shoulder kite,Elanus leucurus caerul,,Elanus,leucurus,2480367,Chordata,Aves,Accipitriformes,Accipitridae,raptor,368
broad-winged hawk,Buteo platypterus,,Buteo,platypterus,2480538,Chordata,Aves,Accipitriformes,Accipitridae,raptor,127
buteo (unknown),Buteo sp.,,Buteo,sp.,2480517,Chordata,Aves,Accipitriformes,Accipitridae,raptor,129
California condor,Gymnogyps californianus,,Gymnogyps,californianus,2481920,Chordata,Aves,Accipitriformes,Cathartidae,raptor,482
common black-hawk,Buteogallus anthracinus,,Buteogallus,anthracinus,2480651,Chordata,Aves,Accipitriformes,Accipitridae,raptor,131
Coopers hawk,Accipiter cooperii,,Accipiter,cooperii,2480621,Chordata,Aves,Accipitriformes,Accipitridae,raptor,1
Harlans hawk,Buteo jamaicensis harlani,,Buteo,jamaicensis,6178054,Chordata,Aves,Accipitriformes,Accipitridae,raptor,124
Harriss hawk,Parabuteo unicinctus,,Parabuteo,unicinctus,2480410,Chordata,Aves,Accipitriformes,Accipitridae,raptor,746
Mississippi kite,Ictinia mississippiensis,,Ictinia,mississippiensis,2480719,Chordata,Aves,Accipitriformes,Accipitridae,raptor,517
northern harrier,Circus cyaneus,,Circus,cyaneus,2480487,Chordata,Aves,Accipitriformes,Accipitridae,raptor,241
osprey,Pandion haliaetus,,Pandion,haliaetus,2480726,Chordata,Aves,Accipitriformes,Pandionidae,raptor,745
red-shouldered hawk,Buteo lineatus,,Buteo,lineatus,2480529,Chordata,Aves,Accipitriformes,Accipitridae,raptor,126
red-tailed hawk,Buteo jamaicensis,,Buteo,jamaicensis,2480542,Chordata,Aves,Accipitriformes,Accipitridae,raptor,123
rough-legged hawk,Buteo lagopus,,Buteo,lagopus,2480524,Chordata,Aves,Accipitriformes,Accipitridae,raptor,125
sharp-shinned hawk,Accipiter striatus,,Accipiter,striatus,2480612,Chordata,Aves,Accipitriformes,Accipitridae,raptor,3
turkey vulture,Cathartes aura,,Cathartes,aura,2481930,Chordata,Aves,Accipitriformes,Cathartidae,raptor,181
white-tailed kite,Elanus leucurus,,Elanus,leucurus,2480367,Chordata,Aves,Accipitriformes,Accipitridae,raptor,367
